,CustomerId,Gender,Age,AgeGroup,Married,Dependents,noDependents,Referrals,noReferrals,PaperlessBilling,PaymentMethod,OnlineSecurity,OnlineBackup,TechSupport,UnlimitedData,AvgDownloadGB,StartDate,EndDate,EndDateTmp,ChurnLabel,ChurnScore,ChurnCategory,ChurnReason,CustomerLTV,SatisScore,TotalExtraDataCharge,AvgRoamCharge,TotalRoamCharge,Tenure_month,Sum_charge,Monthly_charge,ReasonCategory
4146,C-14261,여성,55,50대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,Yes,Yes,13,2015-12-01,,2022-01-01,No,48,,,4676,5,0,28360,1732860,73.0,8113100.0,111138.0,
4147,C-14262,남성,34,30대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,22,2018-12-01,2021-02-01,2021-02-01,Yes,72,Cosumer,Moved,2729,3,0,27350,709870,27.0,2536100.0,93930.0,Other
4148,C-14263,여성,42,40대,No,No,0,No,0,No,신용카드,Yes,No,No,Yes,24,2020-12-01,,2022-01-01,No,61,,,4155,4,0,0,0,13.0,433600.0,33354.0,
4149,C-14264,남성,39,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,7,2020-09-01,2021-06-01,2021-06-01,Yes,90,Competitor,Competitor offered more data,3890,3,0,22940,206900,10.0,915700.0,91570.0,PS
4150,C-14265,남성,46,40대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2017-08-01,,2022-01-01,No,47,,,4982,3,0,41580,1703140,53.0,1261400.0,23800.0,
4151,C-14266,여성,68,60대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,12,2018-12-01,2021-02-01,2021-02-01,Yes,89,Company,Price too high,4074,1,0,10280,267020,27.0,2847600.0,105467.0,Price
4152,C-14267,여성,57,50대,Yes,Yes,2,Yes,9,Yes,계좌이체,Yes,Yes,Yes,Yes,24,2015-01-01,,2022-01-01,No,39,,,5841,3,0,13900,999940,84.0,11432700.0,136104.0,
4153,C-14268,남성,72,70대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,26,2016-07-01,,2022-01-01,No,58,,,4521,3,0,0,0,66.0,4273300.0,64747.0,
4154,C-14269,남성,61,60대,Yes,No,0,Yes,7,No,계좌이체,No,No,No,No,0,2015-03-01,,2022-01-01,No,30,,,4279,4,0,10170,714270,82.0,2421600.0,29532.0,
4155,C-14270,남성,27,20대,Yes,Yes,3,Yes,1,Yes,계좌이체,No,No,Yes,Yes,41,2015-12-01,,2022-01-01,No,40,,,4151,4,0,37290,2271980,73.0,7071800.0,96874.0,
4156,C-14271,여성,68,60대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,25,2020-10-01,2021-03-01,2021-03-01,Yes,96,Cosumer,Service dissatisfaction,2516,3,0,47230,236400,6.0,595400.0,99233.0,CS
4157,C-14272,여성,39,30대,Yes,Yes,1,Yes,7,No,신용카드,No,No,No,No,0,2018-03-01,,2022-01-01,No,74,,,5099,3,0,10960,371090,46.0,1099100.0,23893.0,
4158,C-14273,남성,53,50대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2018-02-01,,2022-01-01,No,60,,,4052,3,0,8700,306120,47.0,1083700.0,23057.0,
4159,C-14274,남성,47,40대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,8,2019-11-01,2021-07-01,2021-07-01,Yes,87,Competitor,Attitude of support person,4773,1,0,18650,372670,21.0,1765400.0,84067.0,PS
4160,C-14275,여성,51,50대,Yes,Yes,2,Yes,4,No,계좌이체,No,No,Yes,Yes,27,2020-11-01,,2022-01-01,No,22,,,4998,4,0,0,0,14.0,461800.0,32986.0,
4161,C-14276,여성,70,70대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,9,2018-09-01,2021-05-01,2021-05-01,Yes,90,Company,Price too high,2091,1,0,37520,1201190,33.0,2926000.0,88667.0,Price
4162,C-14277,여성,27,20대,Yes,No,0,Yes,1,Yes,신용카드,No,Yes,No,Yes,69,2015-04-01,,2022-01-01,No,51,,,4162,5,0,3050,212890,81.0,5774300.0,71288.0,
4163,C-14278,남성,32,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,30,2021-07-01,2021-10-01,2021-10-01,Yes,81,Competitor,Competitor offered higher download speeds,5351,1,11300,13450,40450,4.0,483100.0,120775.0,PS
4164,C-14279,남성,22,20대,No,No,0,Yes,1,Yes,계좌이체,No,No,No,No,0,2015-01-01,,2022-01-01,No,62,,,6499,3,0,31750,2282940,84.0,2484700.0,29580.0,
4165,C-14280,남성,63,60대,No,No,0,No,0,Yes,이체/메일확인,No,No,No,Yes,11,2019-08-01,,2022-01-01,No,24,,,3090,3,0,0,0,29.0,869700.0,29990.0,
4166,C-14281,남성,73,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,19,2018-04-01,2021-05-01,2021-05-01,Yes,87,Competitor,Competitor had better devices,4424,1,0,43050,1591270,38.0,4615800.0,121468.0,PS
4167,C-14282,여성,76,70대,Yes,No,0,Yes,6,Yes,계좌이체,No,Yes,Yes,Yes,8,2018-09-01,,2022-01-01,No,58,,,3906,4,0,51640,1445040,40.0,5215400.0,130385.0,
4168,C-14284,남성,33,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,19,2019-03-01,2021-09-01,2021-09-01,Yes,84,Competitor,Competitor made better offer,5654,2,0,34010,1019030,31.0,3255200.0,105006.0,PS
4169,C-14285,여성,62,60대,No,No,0,No,0,Yes,신용카드,No,No,Yes,Yes,6,2020-08-01,,2022-01-01,No,40,,,2296,5,0,33670,168140,17.0,1523500.0,89618.0,
4170,C-14286,여성,51,50대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,Yes,15,2015-12-01,2021-12-01,2021-12-01,Yes,66,Competitor,Competitor offered more data,4481,3,0,0,0,73.0,4710500.0,64527.0,PS
4171,C-14287,여성,69,60대,No,No,0,No,0,No,계좌이체,No,Yes,Yes,No,14,2018-05-01,,2022-01-01,No,56,,,4045,5,11300,22490,720260,44.0,2826200.0,64232.0,
4172,C-14288,여성,39,30대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,8,2016-07-01,,2022-01-01,No,55,,,4971,5,0,35710,1925180,66.0,7572700.0,114738.0,
4173,C-14289,여성,48,40대,Yes,No,0,Yes,1,No,신용카드,No,No,No,No,0,2019-09-01,,2022-01-01,No,79,,,4298,3,0,53000,847270,28.0,635200.0,22686.0,
4174,C-14290,여성,25,20대,No,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,52,2019-04-01,2021-04-01,2021-04-01,Yes,95,Competitor,Competitor had better devices,5153,1,0,0,0,25.0,1613200.0,64528.0,PS
4175,C-14291,여성,48,40대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019-10-01,,2022-01-01,No,35,,,3195,5,0,45090,675850,27.0,607600.0,22504.0,
4176,C-14292,남성,60,60대,Yes,Yes,2,Yes,5,No,계좌이체,Yes,Yes,No,No,13,2017-10-01,,2022-01-01,No,58,,,3093,3,158200,15590,608170,51.0,3597400.0,70537.0,
4177,C-14293,남성,56,50대,No,Yes,3,No,0,Yes,계좌이체,No,No,No,Yes,58,2021-05-01,2021-10-01,2021-10-01,Yes,66,Competitor,Competitor offered higher download speeds,2454,1,0,14240,71190,6.0,496200.0,82700.0,PS
4178,C-14294,남성,21,20대,No,No,0,Yes,1,Yes,계좌이체,No,No,No,No,0,2017-08-01,,2022-01-01,No,53,,,2011,4,0,40120,1642910,53.0,1197000.0,22585.0,
4179,C-14295,여성,68,60대,No,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,25,2020-11-01,,2022-01-01,No,33,,,2069,4,0,35820,71760,14.0,951000.0,67929.0,
4180,C-14296,여성,73,70대,Yes,No,0,Yes,2,No,신용카드,No,Yes,Yes,Yes,13,2015-04-01,,2022-01-01,No,45,,,5467,4,0,21920,1511830,81.0,10099700.0,124688.0,
4181,C-14297,여성,51,50대,Yes,No,0,Yes,3,No,계좌이체,No,No,Yes,No,6,2015-04-01,,2022-01-01,No,34,,,5268,5,56500,16610,1145370,81.0,9959100.0,122952.0,
4182,C-14298,여성,47,40대,Yes,Yes,1,Yes,2,Yes,계좌이체,No,Yes,No,Yes,19,2015-03-01,,2022-01-01,No,41,,,6319,5,0,6670,469060,82.0,10187400.0,124237.0,
4183,C-14299,여성,31,30대,Yes,Yes,1,No,0,No,신용카드,No,No,No,No,0,2016-06-01,,2022-01-01,No,29,,,5390,3,0,31300,1721560,67.0,1479900.0,22088.0,
4184,C-14300,여성,66,60대,No,No,0,No,0,Yes,신용카드,No,No,No,No,27,2021-04-01,2021-09-01,2021-09-01,Yes,74,Competitor,Attitude of service provider,3305,1,22600,30960,154580,6.0,592100.0,98683.0,CS
4185,C-14301,남성,30,30대,Yes,No,0,Yes,9,No,신용카드,No,No,No,No,0,2015-03-01,,2022-01-01,No,39,,,4442,5,0,3960,277640,82.0,1942000.0,23683.0,
4186,C-14302,남성,44,40대,No,Yes,1,No,0,No,신용카드,Yes,Yes,No,Yes,11,2017-08-01,,2022-01-01,No,56,,,5365,4,0,15590,637550,53.0,4370900.0,82470.0,
4187,C-14303,여성,50,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2018-12-01,,2022-01-01,No,56,,,3048,5,0,1580,38420,37.0,868900.0,23484.0,
4188,C-14304,남성,59,50대,Yes,Yes,2,Yes,4,No,신용카드,Yes,No,Yes,Yes,30,2019-02-01,,2022-01-01,No,69,,,4021,3,0,42830,984000,35.0,2336800.0,66766.0,
4189,C-14305,여성,44,40대,No,No,0,No,0,No,계좌이체,Yes,Yes,No,Yes,29,2018-10-01,,2022-01-01,No,23,,,2842,3,0,11980,321940,39.0,2349800.0,60251.0,
4190,C-14306,여성,50,50대,No,No,0,No,0,Yes,신용카드,Yes,Yes,No,Yes,14,2015-08-01,,2022-01-01,No,38,,,5261,4,0,47230,3068740,77.0,10137200.0,131652.0,
4191,C-14307,남성,50,50대,Yes,Yes,2,Yes,1,No,계좌이체,No,No,No,No,0,2019-03-01,,2022-01-01,No,51,,,3339,3,0,42600,937220,34.0,818400.0,24071.0,
4192,C-14308,여성,33,30대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,8,2016-09-01,,2022-01-01,No,26,,,6334,3,0,43960,2287570,64.0,3742700.0,58480.0,
4193,C-14309,남성,47,40대,No,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,11,2017-11-01,,2022-01-01,No,62,,,5393,3,0,7570,288150,50.0,5664500.0,113290.0,
4194,C-14310,여성,56,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,15,2020-10-01,,2022-01-01,No,26,,,2228,3,0,6330,19100,15.0,1286300.0,85753.0,
4195,C-14311,남성,78,70대,Yes,No,0,Yes,1,No,계좌이체,No,No,No,Yes,26,2019-12-01,,2022-01-01,No,53,,,5225,5,0,41360,537200,25.0,2059900.0,82396.0,
4196,C-14312,남성,63,60대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2016-10-01,,2022-01-01,No,46,,,5080,3,0,20450,1041410,63.0,1848500.0,29341.0,
4197,C-14313,남성,55,50대,Yes,Yes,3,Yes,4,Yes,계좌이체,No,No,No,Yes,56,2017-09-01,,2022-01-01,No,61,,,5370,3,0,3960,159100,52.0,5000000.0,96154.0,
4198,C-14314,남성,50,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019-07-01,,2022-01-01,No,22,,,4769,5,0,35370,637210,30.0,701000.0,23367.0,
4199,C-14315,남성,62,60대,Yes,No,0,Yes,2,No,이체/메일확인,No,No,No,No,0,2019-02-01,,2022-01-01,No,70,,,5460,5,0,28140,646590,35.0,802700.0,22934.0,
4200,C-14316,여성,53,50대,No,No,0,No,0,No,신용카드,No,No,No,Yes,11,2021-01-01,2021-02-01,2021-02-01,Yes,72,Company,Attitude of support person,3947,1,0,5310,5310,2.0,176600.0,88300.0,PS
4201,C-14317,여성,44,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,5,2020-02-01,2021-06-01,2021-06-01,Yes,88,Cosumer,Don't know,5186,2,158200,20110,321820,17.0,1811800.0,106576.0,Other
4202,C-14318,남성,56,50대,Yes,No,0,Yes,1,No,신용카드,Yes,Yes,Yes,Yes,17,2015-01-01,,2022-01-01,No,34,,,4613,3,0,19550,1408320,84.0,6652200.0,79193.0,
4203,C-14319,여성,59,50대,Yes,Yes,1,Yes,2,Yes,계좌이체,No,Yes,No,Yes,22,2018-05-01,,2022-01-01,No,25,,,3149,4,0,27120,869310,44.0,5038500.0,114511.0,
4204,C-14320,남성,27,20대,No,No,0,No,0,Yes,신용카드,Yes,No,Yes,No,52,2018-01-01,,2022-01-01,No,53,,,4830,3,45200,48030,1729350,48.0,4528300.0,94340.0,
4205,C-14321,여성,45,40대,No,No,0,No,0,Yes,신용카드,Yes,No,No,Yes,27,2015-05-01,,2022-01-01,No,45,,,6309,4,0,19660,1337810,80.0,5114100.0,63926.0,
4206,C-14322,여성,50,50대,Yes,Yes,1,Yes,6,No,신용카드,No,No,No,No,0,2015-09-01,,2022-01-01,No,62,,,5038,4,0,21700,1390690,76.0,2226400.0,29295.0,
4207,C-14323,여성,41,40대,Yes,No,0,Yes,1,Yes,신용카드,No,Yes,No,No,12,2015-10-01,2021-04-01,2021-04-01,Yes,82,Competitor,Attitude of support person,4688,1,146900,55140,3637240,67.0,8034800.0,119922.0,PS
4208,C-14324,남성,49,40대,Yes,No,0,Yes,10,Yes,계좌이체,No,No,No,No,0,2018-11-01,,2022-01-01,No,29,,,2403,5,0,51190,1330350,38.0,878000.0,23105.0,
4209,C-14325,남성,42,40대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,13,2020-01-01,2021-06-01,2021-06-01,Yes,99,Cosumer,Moved,5775,3,0,20000,340240,18.0,1969600.0,109422.0,Other
4210,C-14326,남성,53,50대,No,No,0,No,0,No,이체/메일확인,No,No,No,No,17,2021-03-01,2021-09-01,2021-09-01,Yes,100,Cosumer,Network reliability,3469,2,11300,18760,112440,7.0,779400.0,111343.0,PS
4211,C-14327,여성,37,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,22,2018-11-01,,2022-01-01,No,28,,,4501,3,0,23280,606360,38.0,3621800.0,95311.0,
4212,C-14328,남성,49,40대,Yes,Yes,1,Yes,3,Yes,신용카드,No,No,No,Yes,16,2016-02-01,,2022-01-01,No,35,,,4583,4,0,46440,2739460,71.0,8440500.0,118880.0,
4213,C-14329,여성,36,30대,Yes,Yes,3,Yes,10,No,계좌이체,Yes,No,Yes,No,75,2017-05-01,,2022-01-01,No,28,,,3918,3,45200,49380,2172760,56.0,3711800.0,66282.0,
4214,C-14330,여성,21,20대,No,No,0,Yes,4,Yes,계좌이체,No,Yes,No,Yes,51,2021-03-01,2021-07-01,2021-07-01,Yes,72,Company,Attitude of service provider,2570,3,0,11300,45090,5.0,590600.0,118120.0,CS
4215,C-14331,남성,33,30대,No,No,0,No,0,No,계좌이체,No,No,No,No,3,2021-04-01,2021-07-01,2021-07-01,Yes,89,Competitor,Competitor offered higher download speeds,4183,2,11300,56270,168710,4.0,392800.0,98200.0,PS
4216,C-14332,여성,50,50대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2019-12-01,,2022-01-01,No,23,,,5917,5,0,24180,313800,25.0,562100.0,22484.0,
4217,C-14333,여성,47,40대,No,No,0,No,0,No,신용카드,Yes,Yes,Yes,Yes,28,2018-08-01,,2022-01-01,No,29,,,5103,3,0,0,0,41.0,1910600.0,46600.0,
4218,C-14334,여성,56,50대,Yes,No,0,Yes,6,No,계좌이체,Yes,Yes,Yes,Yes,4,2015-01-01,,2022-01-01,No,25,,,4119,3,0,0,0,84.0,6403400.0,76231.0,
4219,C-14335,여성,20,20대,No,No,0,Yes,10,Yes,계좌이체,No,No,No,Yes,47,2018-03-01,,2022-01-01,No,42,,,3744,5,0,39890,1355890,46.0,5485500.0,119250.0,
4220,C-14336,남성,40,40대,No,No,0,No,0,No,신용카드,Yes,No,Yes,Yes,2,2017-03-01,,2022-01-01,No,73,,,2653,3,0,0,0,58.0,2617200.0,45124.0,
4221,C-14337,여성,69,60대,Yes,No,0,Yes,9,Yes,신용카드,Yes,No,Yes,Yes,29,2015-11-01,,2022-01-01,No,54,,,6488,4,0,27800,1724830,74.0,7050700.0,95280.0,
4222,C-14338,여성,71,70대,No,No,0,No,0,No,계좌이체,Yes,Yes,Yes,Yes,18,2015-10-01,,2022-01-01,No,29,,,5428,3,0,17630,1112030,75.0,7415300.0,98871.0,
4223,C-14340,남성,44,40대,No,No,0,No,0,No,신용카드,Yes,No,Yes,Yes,20,2019-01-01,,2022-01-01,No,64,,,5531,3,0,0,0,36.0,1500500.0,41681.0,
4224,C-14341,남성,31,30대,Yes,Yes,1,Yes,7,Yes,신용카드,Yes,Yes,Yes,Yes,13,2015-03-01,,2022-01-01,No,49,,,5824,3,0,2830,197750,82.0,8780500.0,107079.0,
4225,C-14342,여성,59,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020-12-01,,2022-01-01,No,32,,,4099,5,0,46670,46670,13.0,291400.0,22415.0,
4226,C-14343,여성,34,30대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,7,2020-03-01,2021-07-01,2021-07-01,Yes,67,Company,Lack of self-service on Website,3075,3,0,7680,123280,17.0,1654000.0,97294.0,CS
4227,C-14344,남성,71,70대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,6,2020-12-01,,2022-01-01,No,56,,,5715,5,0,45650,45650,13.0,669200.0,51477.0,
4228,C-14345,남성,65,60대,Yes,No,0,Yes,8,Yes,계좌이체,No,Yes,No,Yes,9,2017-08-01,,2022-01-01,No,46,,,3920,3,0,0,0,53.0,3392400.0,64008.0,
4229,C-14347,여성,58,50대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,23,2016-05-01,,2022-01-01,No,27,,,4021,5,0,0,0,68.0,3622600.0,53274.0,
4230,C-14348,남성,48,40대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,16,2018-02-01,,2022-01-01,No,27,,,2187,3,0,23280,815180,47.0,3267900.0,69530.0,
4231,C-14349,여성,47,40대,Yes,Yes,2,Yes,6,No,이체/메일확인,No,No,No,No,0,2019-06-01,,2022-01-01,No,64,,,3636,4,0,53000,1007170,31.0,736900.0,23771.0,
4232,C-14350,여성,27,20대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2019-12-01,,2022-01-01,No,45,,,5332,4,0,24860,323290,25.0,595000.0,23800.0,
4233,C-14351,여성,45,40대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,No,11,2019-07-01,,2022-01-01,No,32,,,5381,3,56500,0,0,30.0,1253300.0,41777.0,
4234,C-14352,남성,43,40대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2015-11-01,,2022-01-01,No,67,,,5822,4,0,55260,3428080,74.0,2031500.0,27453.0,
4235,C-14353,여성,46,40대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,17,2020-06-01,,2022-01-01,No,51,,,4389,4,0,45650,319680,19.0,1207900.0,63574.0,
4236,C-14354,여성,62,60대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,No,Yes,23,2017-01-01,,2022-01-01,No,26,,,2469,3,0,0,0,60.0,3162800.0,52713.0,
4237,C-14355,여성,39,30대,Yes,Yes,2,Yes,7,Yes,신용카드,No,Yes,No,Yes,19,2020-07-01,,2022-01-01,No,59,,,3083,3,0,46670,279900,18.0,1931900.0,107328.0,
4238,C-14356,남성,79,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,0,2015-09-01,,2022-01-01,No,44,,,4309,4,0,5650,360920,76.0,1765500.0,23230.0,
4239,C-14357,남성,42,40대,No,No,0,No,0,Yes,이체/메일확인,No,No,No,Yes,10,2021-01-01,2021-02-01,2021-02-01,Yes,98,Competitor,Attitude of service provider,5739,1,0,19550,19550,2.0,164000.0,82000.0,CS
4240,C-14358,남성,43,40대,No,No,0,No,0,No,이체/메일확인,No,No,No,No,0,2021-03-01,2021-04-01,2021-04-01,Yes,69,Cosumer,Service dissatisfaction,5717,2,0,19550,19550,2.0,46700.0,23350.0,CS
4241,C-14359,여성,27,20대,Yes,Yes,3,No,0,Yes,계좌이체,No,No,No,Yes,59,2021-07-01,2021-08-01,2021-08-01,Yes,90,Company,Attitude of support person,4599,2,0,45650,45650,2.0,99100.0,49550.0,PS
4242,C-14360,남성,34,30대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,22,2020-03-01,,2022-01-01,No,80,,,5586,3,0,17520,174590,22.0,1227100.0,55777.0,
4243,C-14361,여성,45,40대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,13,2020-12-01,,2022-01-01,No,64,,,3103,4,0,11070,11070,13.0,760100.0,58469.0,
4244,C-14362,여성,34,30대,Yes,No,0,Yes,5,No,신용카드,No,No,No,No,0,2018-04-01,,2022-01-01,No,22,,,5759,4,0,4750,154810,45.0,1052000.0,23378.0,
4245,C-14363,여성,49,40대,Yes,No,0,Yes,4,No,계좌이체,Yes,No,Yes,No,30,2015-05-01,,2022-01-01,No,74,,,4620,3,158200,46900,3185810,80.0,5516800.0,68960.0,
4246,C-14364,여성,29,20대,No,No,0,No,0,Yes,신용카드,Yes,No,Yes,No,41,2018-11-01,,2022-01-01,No,77,,,5689,3,22600,50960,1324700,38.0,3811400.0,100300.0,
4247,C-14365,남성,53,50대,Yes,No,0,Yes,1,No,계좌이체,No,No,No,Yes,15,2021-01-01,2021-10-01,2021-10-01,Yes,82,Competitor,Competitor offered more data,3195,2,0,0,0,10.0,281400.0,28140.0,PS
4248,C-14366,남성,31,30대,No,No,0,No,0,No,신용카드,No,No,No,Yes,13,2020-12-01,,2022-01-01,No,51,,,4193,4,0,0,0,13.0,367700.0,28285.0,
4249,C-14367,남성,57,50대,Yes,Yes,3,No,0,No,계좌이체,Yes,No,Yes,Yes,53,2015-02-01,,2022-01-01,No,32,,,5280,4,0,26440,1878170,83.0,8362100.0,100748.0,
4250,C-14368,남성,77,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,3,2020-11-01,2021-02-01,2021-02-01,Yes,97,Company,Price too high,4367,2,0,3390,10060,4.0,375600.0,93900.0,Price
4251,C-14369,남성,46,40대,No,No,0,No,0,No,계좌이체,Yes,Yes,Yes,Yes,20,2015-02-01,,2022-01-01,No,76,,,4094,3,0,0,0,83.0,5257200.0,63340.0,
4252,C-14370,여성,40,40대,Yes,Yes,1,Yes,1,No,신용카드,No,No,No,No,0,2020-07-01,,2022-01-01,No,31,,,5060,3,0,7350,43960,18.0,415000.0,23056.0,
4253,C-14371,여성,46,40대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,24,2021-07-01,2021-09-01,2021-09-01,Yes,68,Competitor,Competitor offered more data,5667,1,0,29830,59780,3.0,261500.0,87167.0,PS
4254,C-14372,남성,33,30대,Yes,No,0,Yes,8,Yes,계좌이체,Yes,Yes,Yes,No,12,2015-01-01,,2022-01-01,No,36,,,6075,3,158200,0,0,84.0,6404100.0,76239.0,
4255,C-14373,여성,69,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,16,2021-08-01,2021-11-01,2021-11-01,Yes,98,Competitor,Competitor offered higher download speeds,5165,3,0,6220,18760,4.0,318900.0,79725.0,PS
4256,C-14374,남성,26,20대,No,No,0,No,0,Yes,계좌이체,No,Yes,Yes,Yes,51,2016-02-01,,2022-01-01,No,62,,,6047,5,0,54350,3208180,71.0,9219800.0,129856.0,
4257,C-14375,여성,61,60대,No,No,0,No,0,Yes,신용카드,Yes,Yes,Yes,Yes,3,2016-04-01,,2022-01-01,No,54,,,5741,4,0,7350,415500,69.0,6049600.0,87675.0,
4258,C-14376,남성,42,40대,Yes,Yes,1,Yes,8,No,계좌이체,No,No,No,No,0,2018-02-01,,2022-01-01,No,38,,,2009,4,0,53450,1871960,47.0,1160800.0,24698.0,
4259,C-14377,남성,42,40대,Yes,No,0,Yes,1,No,계좌이체,Yes,Yes,Yes,Yes,17,2017-06-01,,2022-01-01,No,29,,,2168,3,0,29490,1268200,55.0,4244700.0,77176.0,
4260,C-14378,남성,55,50대,Yes,No,0,Yes,1,No,계좌이체,No,No,No,Yes,20,2016-12-01,2021-01-01,2021-01-01,Yes,85,Competitor,Competitor offered more data,4639,3,0,44750,2192650,50.0,4994200.0,99884.0,PS
4261,C-14379,남성,79,70대,Yes,No,0,Yes,4,Yes,신용카드,No,No,No,Yes,23,2015-06-01,,2022-01-01,No,47,,,4228,4,0,8140,545110,79.0,8804700.0,111452.0,
4262,C-14380,남성,26,20대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,No,59,2017-02-01,2021-01-01,2021-01-01,Yes,98,Cosumer,Product dissatisfaction,2516,1,158200,19780,931570,48.0,4672900.0,97352.0,PS
4263,C-14381,남성,44,40대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,19,2017-03-01,,2022-01-01,No,42,,,5646,3,0,0,0,58.0,2114900.0,36464.0,
4264,C-14382,남성,32,30대,No,No,0,No,0,No,신용카드,No,No,No,No,24,2020-08-01,,2022-01-01,No,66,,,2610,5,11300,37180,186000,17.0,1556200.0,91541.0,
4265,C-14383,남성,43,40대,Yes,No,0,Yes,1,Yes,신용카드,Yes,Yes,No,Yes,3,2015-01-01,,2022-01-01,No,22,,,4256,4,0,43280,3116090,84.0,9733200.0,115871.0,
4266,C-14384,여성,58,50대,No,No,0,No,0,No,신용카드,Yes,Yes,No,Yes,5,2017-01-01,,2022-01-01,No,48,,,4975,4,0,14690,706700,60.0,3955600.0,65927.0,
4267,C-14385,여성,34,30대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,25,2020-02-01,2021-02-01,2021-02-01,Yes,98,Competitor,Competitor offered higher download speeds,3545,1,0,40450,485450,13.0,1201500.0,92423.0,PS
4268,C-14386,여성,67,60대,No,No,0,No,0,Yes,신용카드,Yes,Yes,Yes,Yes,10,2017-11-01,2021-06-01,2021-06-01,Yes,86,Competitor,Poor expertise of online support,2833,1,0,35930,1546630,44.0,5579200.0,126800.0,CS
4269,C-14387,남성,35,30대,No,No,0,No,0,No,신용카드,No,No,No,Yes,21,2020-08-01,,2022-01-01,No,61,,,4015,3,0,0,0,17.0,492900.0,28994.0,
4270,C-14388,남성,54,50대,Yes,Yes,2,Yes,3,No,신용카드,No,No,No,No,0,2015-01-01,,2022-01-01,No,71,,,4185,4,0,53900,3880080,84.0,2429100.0,28918.0,
4271,C-14389,여성,28,20대,Yes,No,0,Yes,5,Yes,신용카드,No,No,No,No,0,2020-10-01,,2022-01-01,No,29,,,2941,3,0,47350,142040,15.0,331000.0,22067.0,
4272,C-14390,남성,71,70대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,21,2020-12-01,,2022-01-01,No,65,,,2546,4,0,13000,13000,13.0,669000.0,51462.0,
4273,C-14391,여성,47,40대,Yes,No,0,Yes,1,Yes,신용카드,No,No,No,No,0,2017-11-01,,2022-01-01,No,25,,,4411,4,0,11870,452570,50.0,1202300.0,24046.0,
4274,C-14392,남성,22,20대,No,No,0,No,0,Yes,신용카드,Yes,Yes,Yes,Yes,59,2016-10-01,,2022-01-01,No,56,,,4549,4,0,39320,2002700,63.0,5878200.0,93305.0,
4275,C-14393,남성,57,50대,No,No,0,No,0,Yes,신용카드,No,Yes,Yes,Yes,20,2016-04-01,,2022-01-01,No,58,,,4223,5,0,10510,600260,69.0,4445900.0,64433.0,
4276,C-14394,남성,31,30대,Yes,No,0,Yes,9,Yes,계좌이체,Yes,Yes,No,Yes,20,2015-08-01,,2022-01-01,No,80,,,6300,4,0,34350,2235820,77.0,8827100.0,114638.0,
